ID,QuestionnaireVersion,RawAge,Gender,Age,AgeGenCat,AgeSup,AgeGenSup,Maj.Clin,ClinCourse,Major,Etio.Bipolar,Etio.ChildD,Etio.Dep,Etio.General,Treat.AnxD,Treat.Dem,Treat.General,Treat.Schiz,Treat.Suicide,Gen.AnxD,Gen.AnxMeds.01,Gen.AnxMeds.02,Gen.EatD,Gen.General.01,Gen.General.02,Gen.SubsD,Gen.Suicide,Symp.AnxD.01,Symp.AnxD.02,Symp.Bipolar.01,Symp.Bipolar.02,Symp.ChildD,Symp.Dem,Symp.Dep,Symp.EatD,Symp.Gender,Symp.OCD,Symp.PersD.01,Symp.PersD.02,Symp.PTSD,Symp.Schiz,Symp.Sexual,Symp.SomSymD
1271,A2,23,Female,18-24,18-24.F,21-24,21-24.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,R,R,R,R,W,R,R,R,R,W,R,R,R,R,R,W,W,W,W,R,W,R,W,R,W,R,W,W,W
15,A1,23,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,R,R,W,R,R,W,W,R,R,R,R,R,R,W,R,W,W,R,R,R,W,R,R,R,R,R,R
50,A1,23,Male,18-24,18-24.M,21-24,21-24.M,Psyc.Clin,Clin,Psyc,R,R,W,W,W,W,R,W,W,W,R,R,W,R,W,R,R,R,R,W,W,W,W,W,R,R,W,R,R,R,W,W,R
91,A1,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,W,R,R,W,W,W,R,R,W,W,R,W,R,W,R,W,R,W,W,R,W,R,W,W,W,W,R,W,R
285,A1,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,W,W,W,W,W,W,R,W,R,W,W,R,W,W,W,W,R,R,W,W,W,W,W,W,W,W,R,W
322,A1,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,W,R,W,R,R,R,W,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,W,R,W,R,R
385,A1,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,W,R,R,W,R,W,W,R,W,W,R,R,R,R,R,W,R,W,W,W,R,R,W,R,W,W,W,R,R
467,A1,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,R,R,R,R,W,R,W,W,W,W,R,W,R,W,W,R,W,R,R,W,W,W,W,W,W,R,W
509,A1,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,R,R,W,W,W,W,R,W,W,W,W,R,W,W,W,R,W
624,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,R,R,W,R,R,R,W,R,R,W,R,R,R,W,W,R,W,R,R,W,W,R,R,R,W,R,R
694,A2,23,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W,R,W,W,R,W,W,W,W,W,W,W,R
794,A2,23,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,W,R,R,W,W,R,W,W,W,R,W,R,W,W,W,R,R,R,R,R,R,W,W,W,W,W,W,W,R,R,W,R,R
801,A2,23,Male,18-24,18-24.M,21-24,21-24.M,Psyc.NoClin,NoClin,Psyc,R,W,W,W,R,R,W,W,R,R,R,R,W,R,W,W,R,R,R,R,W,R,W,W,R,R,R,W,W,W,W,R,W
812,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.Clin,Clin,NonPsyc,W,W,W,R,R,W,R,W,W,R,W,R,W,W,R,R,R,R,W,W,W,R,W,W,R,W,W,W,W,W,W,W,R
850,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,W,W,R,W,W,W,W,W,W,R,W,R,R,R,W,W,W,R,W,W,W,R,R,W,W,W,W,W,W
919,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,W,R,R,R,R,W,W,W,R,R,R,R,R,W,W,W,W,R,W,W,W,R,W,W,W,R,R
930,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,W,W,R,W,R,W,R,W,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W,W
945,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,W,R,R,R,W,W,R,R,W,W,R,R,R,R,R,W,W,R,R,W,W,R,W,W,R,W,W,R,R
1118,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,R,W,W,W,W,R,W,R,R,W,R,R,R,W,W,W,W,W,W,R,W,W,W,W,W,R,W
1124,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,R,W,W,W,R,W,W,R,W,R,W,R,R,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,R
1245,A2,23,Male,18-24,18-24.M,21-24,21-24.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,W,W,W,R,R,W,R,W,W,R,R,R,W,W,R,W,W,W,R,W,W,W,W,R,R,R
132,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,W,W,W,W,R,W,W,W,W,R,W,W,W,W,W,R,W,W,R,W,W,W,W,R,W,W,W,W,R,W,W,W
186,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R
229,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,R,W,R,R,W,R,W,W,R,W,R,R,R,W,W,W,W,R,R,W,W,W,R,W,W,R,R
242,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,W,W,W,W,R,R,W,R,R,R,R,R,R,W,W,R,W,W,R,R,W,R,R,W,W,W,R
266,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,W,R,W,R,R,R,R,R,W,R,R,W,W,W,R,W,R,W,R,W,W,R,W,R,R,R,W,W,R,W,R,R,R
288,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,R,W,W,W,R,W,W,R,W,R,W,R,W,W,W,W,W,R,R,W,W,W,W,R,R,R
307,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,R,R,R,W,R,W,W,R,W,W,R,R,R,W,R,W,W,W,W,R,W,R,W,W,W,R,R
435,A1,24,Female,18-24,18-24.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,R,R,W,R,W,R,W,W,R,W,W,W,R,W,R,R,R,R,R,R,W,R,W,W,W,R,W,W,W,R,R
452,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,R,W,W,W,R,W,W,W,W,W,W,R,R,W,W,W,R,W,W,W,R,W,W,W,R,R,R,R
528,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,R,R,W,W,W,W,W,R,R,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
578,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,R,R,R,R,W,R,R,R,W,W,R,R,R,R,R,W,W,R,W,R,R,R,R,W,R,W,W,R,R
976,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,R,R,R,W,R,W,W,R,R,W,W,R,R,R,W,W,W,W,W,R,R,W,W,W,R,R,W,W,R,R
1009,A1,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,W,R,R,R,W,R,W,R,W,W,W,W,R,R,R,R,R,R,W,R,R,R,W,R,W,W,W,W,R
612,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,W,W,R,W,R,W,W,W,R,R,R,W,R,W,R,W,R,W,W,W,R,R,W,W,R,W,R,R
655,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,W,W,R,W,R,W,R,W,R,W,W,R,R,R,R,R,R,W,R,W,R,W,R,W,W,W,R,R
756,A2,24,Female,18-24,18-24.F,25-29,25-29.F,Psyc.NoClin,NoClin,Psyc,R,W,R,R,W,R,R,W,W,R,W,R,W,W,R,R,R,R,R,W,W,R,W,R,R,R,W,R,R,R,W,W,R
870,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,W,W,W,W,R,W,W,R,R,W,W,W,R,W,W,W,W,R,W,W,R,W,W,R,W,R,W,R
1029,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,R,R,R,R,R,R,W,R,W,W,R,W,R,R,R,W,W,W,R,W,R,R,W,W,R,W,W,R,W
1092,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,W,R,W,R,R,R,W,R,R,R,R,R,R,R,R,R,R,R,W,R,W,W,R,R,R,R,R
1115,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,R,R,W,R,W,R,W,R,W,W,W,W,R,R,R,R,W,W,W,R,W,R,R,R,R,W,R,R,R
1130,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,W,W,W,R,W,W,W,W,R,W,W,R,R,W,W,W,R,W,R,R,W,W,R,W,W,R,R
1241,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,W,W,R,R,W,W,W,R,W,W,W,W,R,R,W,W,R,W,W,W,W,R,W,R,R,W,W,R,R
1265,A2,24,Female,18-24,18-24.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,W,R,R,W,R,R,W,W,R,R,R,R,R,W,W,R,W,R,R,W,W,W,R,W,W,R,W
519,A1,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,W,R,R,W,R,W,W,W,W,W,W,R,R,W,W,W,W,W,W,W,R,W,W,W,W,W,R,W
598,A2,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,R,R,W,W,R,W,W,R,R,R,W,R,W,R,R,R,W,W,W,W,W,W,R,W,R,R,R,W,R,W
726,A2,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,R,R,W,R,W,W,W,W,R,R,R,W,W,R,W,R,W,R,W,W,R,W,W,R,W
795,A2,24,Male,18-24,18-24.M,25-29,25-29.M,Psyc.NoClin,NoClin,Psyc,R,R,W,W,W,R,R,R,W,W,W,W,W,R,R,R,R,R,R,W,W,W,W,W,R,R,W,R,W,W,R,R,R
806,A2,24,Male,18-24,18-24.M,25-29,25-29.M,Psyc.Clin,Clin,Psyc,R,W,W,R,W,R,R,R,W,R,W,R,R,R,R,W,R,R,R,R,R,W,W,W,W,R,W,R,R,W,R,R,R
845,A2,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,R,R,R,W,W,R,R,R,R,R,W,R,R,R,W,W,W,W,R,R,R,W,W,R,W,W,R,R
853,A2,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,R,R,W,W,R,W,W,R,W,W,W,W,R,R,W,R,W,W,R,W,W,R,W,W,R,W,W,R,W
871,A2,24,Male,18-24,18-24.M,25-29,25-29.M,Psyc.NoClin,NoClin,Psyc,R,W,R,R,R,R,W,R,R,R,R,R,W,W,R,W,R,R,R,R,W,R,W,R,R,R,W,W,W,R,W,W,R
949,A2,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,W,R,R,W,W,R,W,R,W,R,R,W,W,R,R,W,W,R,R,W,W,R,W,W,R,R,W,R,R
1023,A2,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,R,R,R,W,W,R,W,W,W,W,W,W,R,W,W,R,W,W,W,R,W,W,R,W,W,W,W
1086,A2,24,Male,18-24,18-24.M,25-29,25-29.M,Psyc.NoClin,NoClin,Psyc,R,R,R,W,W,R,W,W,W,W,W,R,W,R,W,W,R,R,W,W,R,W,W,W,W,W,W,W,R,W,W,R,W
1267,A2,24,Male,18-24,18-24.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,W,R,W,R,R,R,W,W,R,R,R,R,R,R,R,R,W,R,W,R,W,W,W,R,W,W,W
49,A1,25,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,W,W,R,R,R,R,W,R,R,W,R,R,W,W,R,R,W,R,R,R,R,W,R,R,W,R,R,W,W,R,W,R,R
165,A1,25,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,W,R,R,R,R,R,R,W,R,R,R,R,W,R,W,R,R,W,R,W,R,R,R,R,R
239,A1,25,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,R,W,R,R,W,R,W,R,R,R,W,W,W,W,R,R,R,R,W,W,W,R,R,R,W,W,R,W,W,R,R
377,A1,25,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,W,R,W,R,R,R,W,W,R,R,W,W,R,R,W,R,W,W,R,R,W,R,R,R,W,W,W,R,W,W,R
481,A1,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,R,W,W,W,R,W,W,W,W,R,W,W,W,W,R,W,W,W,W,R,R,W,W,W,R,R
533,A1,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W,W,W
552,A1,25,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,W,W,R,R,R,W,W,R,W,R,W,W,R,W,R,R,R,W,W,R,W,W,W,R,R,W,W,R,W,R,R
646,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,R,R,W,W,W,W,W,W,R,W,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,W,R,W
650,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,W,W,R,R,R,W,R,R,R,R,R,R,R,R,R,W,W,W,R,W,R,W,R,W,W,R,R,W,R,R
705,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,R,R,R,W,R,R,W,R,R,W,W,W,R,R,R,W,W,W,W,W,R,W,R,W,W,W,W,R,W,W
712,A2,25,Female,25+,25+.F,25-29,25-29.F,Psyc.NoClin,NoClin,Psyc,R,R,R,W,W,R,W,R,R,R,R,R,W,R,R,R,R,R,R,W,R,R,W,R,W,R,W,R,R,R,W,R,R
731,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,W,W,R,R,W,W,W,R,W,R,W,R,R,R,R,W,R,R,W,W,R,W,W,W,W,W,W,R,W
765,A2,25,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,W,R,W,R,R,R,R,W,R,W,R,W,W,R,W,R,R,R,R,R,R,W,R,R,R,W,R,R,R,W,R,R
865,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,W,W,W,R,R,W,W,W,R,R,R,W,R,R
902,A2,25,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,W,W,R,R,W,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,W,R,R
954,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,W,W,W,W,R,W,W,W,W,R,R,W,W,W,W,W,R,W,W,W,W,W,W,W,W,W,W,W
1104,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,R,R,R,R,W,W,R,R,R,R,W,W,R,R,R,W,R,W,W,W,W,R,R,R,R,R,W,R,W
1106,A2,25,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,W,W,W,W,W,W,R,W,W,W,W,W,W,W,R,W,W,W,W,R,R,W,W,W,W,R,W,R
87,A1,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,W,R,R,R,R,W,W,R,W,R,R,R,R,R,R,W,W,R,W,R,R,R,W,R,R,R,W,R,R
298,A1,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,R,R,R,R,R,W,R,W,W,R,R,W,W,R,W,R,R,R,W,R,W,R,R,W,R,W,R,R,W,W,R,R
308,A1,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,R,R,R,R,W,R,R,W,W,W,R,W,R,W,R,R,R,R,W,R,W,R,W,R,R,R,R,R,R
1016,A1,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.Clin,Clin,NonPsyc,R,R,R,W,R,R,R,R,W,W,R,R,W,R,W,R,R,R,R,W,R,R,R,R,R,R,R,W,R,R,W,R,R
628,A2,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,R,R,R,R,R,W,R,R,W,W,R,R,W,R,W,R,W,W,R,W,W,R,R,R,W,R,R,R,R,W
751,A2,25,Male,25+,25+.M,25-29,25-29.M,Psyc.Clin,Clin,Psyc,W,R,W,R,W,W,W,W,W,W,W,W,R,R,W,W,R,W,W,W,W,W,W,R,W,R,W,W,W,W,W,W,R
790,A2,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,W,W,W,W,R,W,R,W,W,R,W,W,W,W,W,W,W,W,W,W,W,W,W,R,W,W,W,W
820,A2,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,W,W,W,W,W,W,R,W,W,W,W,R,W,W,R,W,W,R,W,W,W,W,R,W,W,W,R,R,W
858,A2,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,R,W,W,R,W,R,R,W,W,R,W,W,W,R,W,R,R,W,W,W,R,W,R,R,R,W,W,W,W,W,W,R
862,A2,25,Male,25+,25+.M,25-29,25-29.M,Psyc.Clin,Clin,Psyc,W,R,R,R,R,R,W,R,W,R,W,W,W,W,W,W,R,R,R,W,W,R,R,R,R,W,W,W,W,W,W,R,R
1266,A2,25,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,R,W,W,W,W,W,W,R,W,W,R,W,R,W,W,R,W,W,W,W,W,R,W,W,R,W,R,R,W
596,A1,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,R,R,W,R,R,R,W,R,W,R,R,W,W,R,R,W,R,W,W,W,W,R,R,W,W,R,W
982,A1,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,R,W,R,R,R,R,R,W,R,R,R,W,R,R,R,R,R,R,R,W,W,W,R,R,R,W,W,R,W,W,R,R
645,A2,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,W,W,W,W,W,W,W,W,W,W,R,W,R,W,W,R,R,W,R,W,W,W,R,W,W,R,W,R,W
670,A2,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,R,R,R,R,R,R,R,W,W,R,W,R,R,R,R,R,R,R,W,R,W,W,R,R,R,R,R,R,R,R,W
672,A2,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,R,R,R,W,R,R,R,R,W,R,R,R,R,R,R,W,W,R,R,R,R,R,R,R,W,R,R,R,R
678,A2,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,W,W,R,R,R,W,R,W,W,W,W,R,W,R,R,R,W,W,R,R,W,R,R,R,W,R,R,W,R,R
683,A2,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,W,R,W,R,R,R,W,R,R,R,R,R,R,R,R,R,W,R,W,W,R,R,W,W,R,R,W,W,W
691,A2,26,Female,25+,25+.F,25-29,25-29.F,Psyc.NoClin,NoClin,Psyc,W,W,W,W,W,W,W,R,R,W,W,R,W,W,W,W,W,R,W,W,W,W,W,W,R,R,R,W,R,W,W,W,R
778,A2,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,R,R,W,R,R,W,R,W,R,W,R,W,W,R,R,R,W,R,W,W,R,W,R,R,R,W,W,R,R,W,R,R
807,A2,26,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,W,W,R,R,R,R,R,R,W,R,W,W,R,W,R,R,R,R,R,R,R,R,R,R,R,W,R,R,R,R,R
879,A2,26,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,R,R,W,R,R,R,W,R,R,R,W,W,R,W,R,R,R,R,R,W,R,R,R,R,W,R,R,R,W,R,R
1099,A2,26,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,W,R,R,R,W,W,W,W,R,R,R,R,W,W,W,W,R,R,R,R,W,W,W,R,W
421,A1,26,Male,25+,25+.M,25-29,25-29.M,NonPsyc.Clin,Clin,NonPsyc,R,R,R,W,W,R,R,R,R,W,R,R,R,W,R,R,R,W,R,W,R,R,R,R,W,R,W,R,R,R,R,R,W
489,A1,26,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,R,R,W,W,R,R,W,W,W,R,R,R,W,W,W,R,W,W,R,R,W,W,R,W,W,W,R
641,A2,26,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,R,R,W,W,R,W,W,R,R,W,R,W,W,W,W,R,R,W,W,W,W,W,R,R,W,W,R
714,A2,26,Male,25+,25+.M,25-29,25-29.M,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,W,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,R,R,W,W,R,R,W,R,R
27,A1,27,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,R,W,R,W,W,W,R,W,W,W,W,W,W,R,R,R,W,R,W,W,W,W,W,W,W,W,W,R,R,W,R,W
43,A1,27,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,W,R,R,R,R,R,W,R,R,R,W,W,R,R,R,W,R,W,W,W,W,R,W,R,R,W,R,W,R,R,R
64,A1,27,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,R,R,W,R,R,R,W,W,W,W,W,R,R,W,R,W,R,R,R,W,W,W,W,R,W,R,W,W,R,R,W,W,R
123,A1,27,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,R,R,R,W,R,W,W,R,R,R,R,R,W,W,R,R,W,W,R,W,R,R,W,W,W,R,W,W,R,R
231,A1,27,Female,25+,25+.F,25-29,25-29.F,Psyc.NoClin,NoClin,Psyc,R,R,R,R,R,R,R,R,W,R,W,R,W,R,R,W,R,R,W,R,R,R,W,W,W,R,R,R,R,R,W,R,R
232,A1,27,Female,25+,25+.F,25-29,25-29.F,Psyc.NoClin,NoClin,Psyc,W,R,W,R,W,R,W,R,R,W,R,R,W,R,R,W,R,R,R,W,W,R,W,R,R,R,W,W,R,W,W,R,W
340,A1,27,Female,25+,25+.F,25-29,25-29.F,Psyc.NoClin,NoClin,Psyc,R,R,R,R,R,R,W,R,R,R,R,R,W,R,R,R,W,R,R,R,R,R,R,R,R,R,R,W,R,W,W,R,R
407,A1,27,Female,25+,25+.F,25-29,25-29.F,Psyc.Clin,Clin,Psyc,R,R,W,W,R,R,W,R,R,R,W,R,R,R,W,R,R,W,R,R,R,R,W,W,R,W,W,W,R,R,W,W,R
501,A1,27,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,W,W,R,R,R,R,R,R,R,W,R,R,W,R,R,R,W,W,R,R,R,W,R,W,W,R,W,R,W,W
567,A1,27,Female,25+,25+.F,25-29,25-29.F,NonPsyc.Clin,Clin,NonPsyc,W,W,R,W,R,R,W,R,R,R,W,R,W,R,R,W,R,R,R,R,R,R,R,R,R,R,W,R,W,W,W,R,W
757,A2,27,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,R,W,W,R,R,R,W,R,R,R,W,R,W,W,R,R,R,R,W,W,R,W,W,W,R,W,R,R,W,R,R
1216,A2,27,Female,25+,25+.F,25-29,25-29.F,NonPsyc.NoClin,NoClin,NonPsyc,W,W,W,R,R,R,R,R,R,R,W,W,W,R,R,W,R,R,R,W,R,W,R,R,W,R,W,R,R,R,R,R,R
346,A1,27,Male,25+,25+.M,25-29,25-29.M,NonPsyc.NoClin,NoClin,NonPsyc,R,W,W,W,R,R,W,W,W,R,W,R,W,W,R,R,R,R,R,W,W,W,R,R,W,W,R,W,R,W,W,R,R
409,A1,27,Male,25+,25+.M,25-29,25-29.M,Psyc.Clin,Clin,Psyc,R,R,R,R,R,R,R,R,R,R,W,R,R,W,R,R,R,R,R,R,W,R,R,W,R,R,W,W,R,R,R,R,R
